"Date","Week","Month","Year","Location","Rate"
"02/25/2020","8","2","2020","Cairo-Memphis","180.00"
"02/25/2020","8","2","2020","Lower Ohio","200.00"
"02/25/2020","8","2","2020","Cincinnati","200.00"
"02/25/2020","8","2","2020","St. Louis","186.00"
"02/25/2020","8","2","2020","Lower Illinois","284.00"
"02/25/2020","8","2","2020","Mid-Mississippi",
"02/18/2020","7","2","2020","Twin Cities",
"02/18/2020","7","2","2020","Cairo-Memphis","180.00"
"02/18/2020","7","2","2020","Lower Ohio","208.00"
"02/18/2020","7","2","2020","Cincinnati","208.00"
"02/18/2020","7","2","2020","St. Louis","190.00"
"02/18/2020","7","2","2020","Lower Illinois","292.00"
"02/18/2020","7","2","2020","Mid-Mississippi",
"02/11/2020","6","2","2020","Mid-Mississippi",
"02/11/2020","6","2","2020","Cairo-Memphis","184.00"
"02/11/2020","6","2","2020","Lower Ohio","210.00"
"02/11/2020","6","2","2020","Cincinnati","210.00"
"02/11/2020","6","2","2020","St. Louis","192.00"
"02/11/2020","6","2","2020","Lower Illinois","296.00"
"02/11/2020","6","2","2020","Twin Cities",
"02/04/2020","5","2","2020","Mid-Mississippi",
"02/04/2020","5","2","2020","Cairo-Memphis","199.00"
"02/04/2020","5","2","2020","Lower Ohio","230.00"
"02/04/2020","5","2","2020","Cincinnati","230.00"
"02/04/2020","5","2","2020","St. Louis","204.00"
"02/04/2020","5","2","2020","Lower Illinois","307.00"
"02/04/2020","5","2","2020","Twin Cities",
"01/28/2020","4","1","2020","Twin Cities",
"01/28/2020","4","1","2020","Cairo-Memphis","209.00"
"01/28/2020","4","1","2020","Lower Ohio","245.00"
"01/28/2020","4","1","2020","Cincinnati","245.00"
"01/28/2020","4","1","2020","St. Louis","218.00"
"01/28/2020","4","1","2020","Lower Illinois","326.00"
"01/28/2020","4","1","2020","Mid-Mississippi",
"01/21/2020","3","1","2020","Twin Cities",
"01/21/2020","3","1","2020","Cairo-Memphis","222.50"
"01/21/2020","3","1","2020","Lower Ohio","256.25"
"01/21/2020","3","1","2020","Cincinnati","256.25"
"01/21/2020","3","1","2020","St. Louis","237.50"
"01/21/2020","3","1","2020","Lower Illinois","332.50"
"01/21/2020","3","1","2020","Mid-Mississippi",
"01/14/2020","2","1","2020","Mid-Mississippi",
"01/14/2020","2","1","2020","Cairo-Memphis","214.00"
"01/14/2020","2","1","2020","Lower Ohio","259.00"
"01/14/2020","2","1","2020","Cincinnati","259.00"
"01/14/2020","2","1","2020","St. Louis","228.00"
"01/14/2020","2","1","2020","Lower Illinois","334.00"
"01/14/2020","2","1","2020","Twin Cities",
"01/07/2020","1","1","2020","Mid-Mississippi",
"01/07/2020","1","1","2020","Cairo-Memphis","212.00"
"01/07/2020","1","1","2020","Lower Ohio","237.00"
"01/07/2020","1","1","2020","Cincinnati","237.00"
"01/07/2020","1","1","2020","St. Louis","219.00"
"01/07/2020","1","1","2020","Lower Illinois","310.00"
"01/07/2020","1","1","2020","Twin Cities",
"12/31/2019","52","12","2019","Mid-Mississippi",
"12/31/2019","52","12","2019","Cairo-Memphis","210.00"
"12/31/2019","52","12","2019","Lower Ohio","243.00"
"12/31/2019","52","12","2019","Cincinnati","243.00"
"12/31/2019","52","12","2019","St. Louis","221.00"
"12/31/2019","52","12","2019","Lower Illinois","315.00"
"12/31/2019","52","12","2019","Twin Cities",
"12/24/2019","51","12","2019","Twin Cities",
"12/24/2019","51","12","2019","Cairo-Memphis","210.00"
"12/24/2019","51","12","2019","Lower Ohio","237.00"
"12/24/2019","51","12","2019","Cincinnati","237.00"
"12/24/2019","51","12","2019","St. Louis","225.00"
"12/24/2019","51","12","2019","Lower Illinois","318.00"
"12/24/2019","51","12","2019","Mid-Mississippi",
"12/17/2019","50","12","2019","Twin Cities",
"12/17/2019","50","12","2019","Cairo-Memphis","218.00"
"12/17/2019","50","12","2019","Lower Ohio","243.00"
"12/17/2019","50","12","2019","Cincinnati","243.00"
"12/17/2019","50","12","2019","St. Louis","235.00"
"12/17/2019","50","12","2019","Lower Illinois","338.00"
"12/17/2019","50","12","2019","Mid-Mississippi",
"12/10/2019","49","12","2019","Mid-Mississippi",
"12/10/2019","49","12","2019","Cairo-Memphis","224.00"
"12/10/2019","49","12","2019","Lower Ohio","251.00"
"12/10/2019","49","12","2019","Cincinnati","251.00"
"12/10/2019","49","12","2019","St. Louis","244.00"
"12/10/2019","49","12","2019","Lower Illinois","343.00"
"12/10/2019","49","12","2019","Twin Cities",
"12/03/2019","48","12","2019","Mid-Mississippi","356.00"
"12/03/2019","48","12","2019","Cairo-Memphis","230.00"
"12/03/2019","48","12","2019","Lower Ohio","256.00"
"12/03/2019","48","12","2019","Cincinnati","256.00"
"12/03/2019","48","12","2019","St. Louis","250.00"
"12/03/2019","48","12","2019","Lower Illinois","351.00"
"12/03/2019","48","12","2019","Twin Cities",
"11/26/2019","47","11","2019","Twin Cities",
"11/26/2019","47","11","2019","Cairo-Memphis","240.00"
"11/26/2019","47","11","2019","Lower Ohio","266.00"
"11/26/2019","47","11","2019","Cincinnati","266.00"
"11/26/2019","47","11","2019","St. Louis","255.00"
"11/26/2019","47","11","2019","Lower Illinois","371.00"
"11/26/2019","47","11","2019","Mid-Mississippi","374.00"
"11/19/2019","46","11","2019","Twin Cities","412.00"
"11/19/2019","46","11","2019","Cairo-Memphis","293.00"
"11/19/2019","46","11","2019","Lower Ohio","280.00"
"11/19/2019","46","11","2019","Cincinnati","280.00"
"11/19/2019","46","11","2019","St. Louis","283.00"
"11/19/2019","46","11","2019","Lower Illinois","396.00"
"11/19/2019","46","11","2019","Mid-Mississippi","417.00"
"11/12/2019","45","11","2019","Mid-Mississippi","414.00"
"11/12/2019","45","11","2019","Cairo-Memphis","241.00"
"11/12/2019","45","11","2019","Lower Ohio","266.00"
"11/12/2019","45","11","2019","Cincinnati","266.00"
"11/12/2019","45","11","2019","St. Louis","271.00"
"11/12/2019","45","11","2019","Lower Illinois","403.00"
"11/12/2019","45","11","2019","Twin Cities","410.00"
"11/05/2019","44","11","2019","Mid-Mississippi","348.00"
"11/05/2019","44","11","2019","Cairo-Memphis","225.00"
"11/05/2019","44","11","2019","Lower Ohio","253.00"
"11/05/2019","44","11","2019","Cincinnati","253.00"
"11/05/2019","44","11","2019","St. Louis","246.00"
"11/05/2019","44","11","2019","Lower Illinois","344.00"
"11/05/2019","44","11","2019","Twin Cities","416.00"
"10/29/2019","43","10","2019","Mid-Mississippi","386.00"
"10/29/2019","43","10","2019","Cairo-Memphis","234.00"
"10/29/2019","43","10","2019","Lower Ohio","281.00"
"10/29/2019","43","10","2019","Cincinnati","281.00"
"10/29/2019","43","10","2019","St. Louis","261.00"
"10/29/2019","43","10","2019","Lower Illinois","367.00"
"10/29/2019","43","10","2019","Twin Cities","385.00"
"10/22/2019","42","10","2019","Cincinnati","326.00"
"10/22/2019","42","10","2019","Cairo-Memphis","239.00"
"10/22/2019","42","10","2019","Lower Ohio","326.00"
"10/22/2019","42","10","2019","St. Louis","280.00"
"10/22/2019","42","10","2019","Lower Illinois","394.00"
"10/22/2019","42","10","2019","Mid-Mississippi","392.00"
"10/22/2019","42","10","2019","Twin Cities","375.00"
"10/15/2019","41","10","2019","Twin Cities","374.00"
"10/15/2019","41","10","2019","Cairo-Memphis","299.00"
"10/15/2019","41","10","2019","Lower Ohio","363.00"
"10/15/2019","41","10","2019","Cincinnati","363.00"
"10/15/2019","41","10","2019","St. Louis","315.00"
"10/15/2019","41","10","2019","Lower Illinois","370.00"
"10/15/2019","41","10","2019","Mid-Mississippi","395.00"
"10/08/2019","40","10","2019","Mid-Mississippi","417.00"
"10/08/2019","40","10","2019","Cairo-Memphis","373.00"
"10/08/2019","40","10","2019","Lower Ohio","453.00"
"10/08/2019","40","10","2019","Cincinnati","453.00"
"10/08/2019","40","10","2019","St. Louis","355.00"
"10/08/2019","40","10","2019","Lower Illinois","384.00"
"10/08/2019","40","10","2019","Twin Cities","382.00"
"10/01/2019","39","10","2019","Mid-Mississippi","406.00"
"10/01/2019","39","10","2019","Cairo-Memphis","364.00"
"10/01/2019","39","10","2019","Lower Ohio","431.00"
"10/01/2019","39","10","2019","Cincinnati","431.00"
"10/01/2019","39","10","2019","St. Louis","340.00"
"10/01/2019","39","10","2019","Lower Illinois","360.00"
"10/01/2019","39","10","2019","Twin Cities","358.00"
"09/24/2019","38","9","2019","Twin Cities","375.00"
"09/24/2019","38","9","2019","Cairo-Memphis","375.00"
"09/24/2019","38","9","2019","Lower Ohio","392.00"
"09/24/2019","38","9","2019","Cincinnati","392.00"
"09/24/2019","38","9","2019","St. Louis","353.00"
"09/24/2019","38","9","2019","Lower Illinois","372.00"
"09/24/2019","38","9","2019","Mid-Mississippi","408.00"
"09/17/2019","37","9","2019","Twin Cities","373.00"
"09/17/2019","37","9","2019","Cairo-Memphis","400.00"
"09/17/2019","37","9","2019","Lower Ohio","363.00"
"09/17/2019","37","9","2019","Cincinnati","363.00"
"09/17/2019","37","9","2019","St. Louis","375.00"
"09/17/2019","37","9","2019","Lower Illinois","379.00"
"09/17/2019","37","9","2019","Mid-Mississippi","400.00"
"09/10/2019","36","9","2019","Mid-Mississippi","400.00"
"09/10/2019","36","9","2019","Cairo-Memphis","358.00"
"09/10/2019","36","9","2019","Lower Ohio","332.00"
"09/10/2019","36","9","2019","Cincinnati","332.00"
"09/10/2019","36","9","2019","St. Louis","367.00"
"09/10/2019","36","9","2019","Lower Illinois","393.00"
"09/10/2019","36","9","2019","Twin Cities","382.00"
"09/03/2019","35","9","2019","Mid-Mississippi","428.00"
"09/03/2019","35","9","2019","Cairo-Memphis","360.00"
"09/03/2019","35","9","2019","Lower Ohio","341.00"
"09/03/2019","35","9","2019","Cincinnati","341.00"
"09/03/2019","35","9","2019","St. Louis","346.00"
"09/03/2019","35","9","2019","Lower Illinois","439.00"
"09/03/2019","35","9","2019","Twin Cities","417.00"
"08/27/2019","34","8","2019","Lower Illinois","468.00"
"08/27/2019","34","8","2019","Cairo-Memphis","375.00"
"08/27/2019","34","8","2019","Lower Ohio","350.00"
"08/27/2019","34","8","2019","Twin Cities","445.00"
"08/27/2019","34","8","2019","Cincinnati","350.00"
"08/27/2019","34","8","2019","St. Louis","387.00"
"08/27/2019","34","8","2019","Mid-Mississippi","465.00"
"08/20/2019","33","8","2019","Twin Cities","489.00"
"08/20/2019","33","8","2019","Cairo-Memphis","373.00"
"08/20/2019","33","8","2019","Lower Ohio","356.00"
"08/20/2019","33","8","2019","Cincinnati","356.00"
"08/20/2019","33","8","2019","St. Louis","374.00"
"08/20/2019","33","8","2019","Lower Illinois","471.00"
"08/20/2019","33","8","2019","Mid-Mississippi","480.00"
"08/13/2019","32","8","2019","Twin Cities","529.00"
"08/13/2019","32","8","2019","Cairo-Memphis","400.00"
"08/13/2019","32","8","2019","Lower Ohio","338.00"
"08/13/2019","32","8","2019","Cincinnati","338.00"
"08/13/2019","32","8","2019","St. Louis","391.00"
"08/13/2019","32","8","2019","Lower Illinois","519.00"
"08/13/2019","32","8","2019","Mid-Mississippi","594.00"
"08/06/2019","31","8","2019","Mid-Mississippi","601.00"
"08/06/2019","31","8","2019","Cairo-Memphis","397.00"
"08/06/2019","31","8","2019","Lower Ohio","293.00"
"08/06/2019","31","8","2019","Cincinnati","293.00"
"08/06/2019","31","8","2019","St. Louis","470.00"
"08/06/2019","31","8","2019","Lower Illinois","538.00"
"08/06/2019","31","8","2019","Twin Cities","543.00"
"07/30/2019","30","7","2019","Mid-Mississippi","610.00"
"07/30/2019","30","7","2019","Cairo-Memphis","400.00"
"07/30/2019","30","7","2019","Lower Ohio","278.00"
"07/30/2019","30","7","2019","Cincinnati","278.00"
"07/30/2019","30","7","2019","St. Louis","469.00"
"07/30/2019","30","7","2019","Lower Illinois","516.00"
"07/30/2019","30","7","2019","Twin Cities","507.00"
"07/23/2019","29","7","2019","Twin Cities","493.00"
"07/23/2019","29","7","2019","Cairo-Memphis","325.00"
"07/23/2019","29","7","2019","Lower Ohio","265.00"
"07/23/2019","29","7","2019","Cincinnati","265.00"
"07/23/2019","29","7","2019","St. Louis","441.67"
"07/23/2019","29","7","2019","Lower Illinois","533.33"
"07/23/2019","29","7","2019","Mid-Mississippi","533.00"
"07/16/2019","28","7","2019","Twin Cities","500.00"
"07/16/2019","28","7","2019","Cairo-Memphis","286.00"
"07/16/2019","28","7","2019","Lower Ohio","273.00"
"07/16/2019","28","7","2019","Cincinnati","273.00"
"07/16/2019","28","7","2019","St. Louis","354.00"
"07/16/2019","28","7","2019","Lower Illinois","500.00"
"07/16/2019","28","7","2019","Mid-Mississippi","500.00"
"07/09/2019","27","7","2019","Mid-Mississippi","458.00"
"07/09/2019","27","7","2019","Cairo-Memphis","278.33"
"07/09/2019","27","7","2019","Lower Ohio","273.33"
"07/09/2019","27","7","2019","Cincinnati","273.33"
"07/09/2019","27","7","2019","St. Louis","293.33"
"07/09/2019","27","7","2019","Lower Illinois","453.33"
"07/09/2019","27","7","2019","Twin Cities","458.00"
"07/02/2019","26","7","2019","Mid-Mississippi","488.00"
"07/02/2019","26","7","2019","Cairo-Memphis","280.00"
"07/02/2019","26","7","2019","Lower Ohio","275.00"
"07/02/2019","26","7","2019","Cincinnati","275.00"
"07/02/2019","26","7","2019","St. Louis","300.00"
"07/02/2019","26","7","2019","Lower Illinois","487.50"
"07/02/2019","26","7","2019","Twin Cities","463.00"
"06/25/2019","25","6","2019","Mid-Mississippi","463.00"
"06/25/2019","25","6","2019","Cairo-Memphis","278.33"
"06/25/2019","25","6","2019","Lower Ohio","275.00"
"06/25/2019","25","6","2019","Cincinnati","275.00"
"06/25/2019","25","6","2019","St. Louis",
"06/25/2019","25","6","2019","Lower Illinois","462.50"
"06/25/2019","25","6","2019","Twin Cities","475.00"
"06/18/2019","24","6","2019","Cincinnati","270.00"
"06/18/2019","24","6","2019","Cairo-Memphis","258.33"
"06/18/2019","24","6","2019","Lower Ohio","270.00"
"06/18/2019","24","6","2019","St. Louis","310.00"
"06/18/2019","24","6","2019","Lower Illinois","527.50"
"06/18/2019","24","6","2019","Mid-Mississippi",
"06/18/2019","24","6","2019","Twin Cities",
"06/11/2019","23","6","2019","Twin Cities",
"06/11/2019","23","6","2019","Cairo-Memphis","257.50"
"06/11/2019","23","6","2019","Lower Ohio","287.50"
"06/11/2019","23","6","2019","Cincinnati","287.50"
"06/11/2019","23","6","2019","St. Louis",
"06/11/2019","23","6","2019","Lower Illinois",
"06/11/2019","23","6","2019","Mid-Mississippi",
"06/04/2019","22","6","2019","Mid-Mississippi",
"06/04/2019","22","6","2019","Cairo-Memphis","265.00"
"06/04/2019","22","6","2019","Lower Ohio","300.00"
"06/04/2019","22","6","2019","Cincinnati","300.00"
"06/04/2019","22","6","2019","St. Louis",
"06/04/2019","22","6","2019","Lower Illinois",
"06/04/2019","22","6","2019","Twin Cities",
"05/28/2019","21","5","2019","Mid-Mississippi",
"05/28/2019","21","5","2019","Cairo-Memphis","272.50"
"05/28/2019","21","5","2019","Lower Ohio","330.00"
"05/28/2019","21","5","2019","Cincinnati","330.00"
"05/28/2019","21","5","2019","St. Louis",
"05/28/2019","21","5","2019","Lower Illinois",
"05/28/2019","21","5","2019","Twin Cities",
"05/21/2019","20","5","2019","Twin Cities",
"05/21/2019","20","5","2019","Cairo-Memphis","287.00"
"05/21/2019","20","5","2019","Lower Ohio","328.00"
"05/21/2019","20","5","2019","Cincinnati","328.00"
"05/21/2019","20","5","2019","St. Louis","283.00"
"05/21/2019","20","5","2019","Lower Illinois","413.00"
"05/21/2019","20","5","2019","Mid-Mississippi",
"05/14/2019","19","5","2019","Twin Cities",
"05/14/2019","19","5","2019","Cairo-Memphis","275.00"
"05/14/2019","19","5","2019","Lower Ohio","337.50"
"05/14/2019","19","5","2019","Cincinnati","337.50"
"05/14/2019","19","5","2019","St. Louis",
"05/14/2019","19","5","2019","Lower Illinois",
"05/14/2019","19","5","2019","Mid-Mississippi",
"05/07/2019","18","5","2019","Mid-Mississippi",
"05/07/2019","18","5","2019","Cairo-Memphis","272.50"
"05/07/2019","18","5","2019","Lower Ohio","375.00"
"05/07/2019","18","5","2019","Cincinnati","375.00"
"05/07/2019","18","5","2019","St. Louis",
"05/07/2019","18","5","2019","Lower Illinois",
"05/07/2019","18","5","2019","Twin Cities",
"04/30/2019","17","4","2019","Mid-Mississippi",
"04/30/2019","17","4","2019","Cairo-Memphis","261.67"
"04/30/2019","17","4","2019","Lower Ohio","278.33"
"04/30/2019","17","4","2019","Cincinnati","278.33"
"04/30/2019","17","4","2019","St. Louis","271.67"
"04/30/2019","17","4","2019","Lower Illinois","385.00"
"04/30/2019","17","4","2019","Twin Cities",
"04/23/2019","16","4","2019","Lower Illinois","378.33"
"04/23/2019","16","4","2019","Cairo-Memphis","275.00"
"04/23/2019","16","4","2019","Lower Ohio","293.33"
"04/23/2019","16","4","2019","Twin Cities",
"04/23/2019","16","4","2019","Cincinnati","293.33"
"04/23/2019","16","4","2019","St. Louis","278.33"
"04/23/2019","16","4","2019","Mid-Mississippi",
"04/16/2019","15","4","2019","Cincinnati","317.50"
"04/16/2019","15","4","2019","Cairo-Memphis","275.00"
"04/16/2019","15","4","2019","Lower Ohio","320.00"
"04/16/2019","15","4","2019","St. Louis","282.50"
"04/16/2019","15","4","2019","Lower Illinois","380.00"
"04/16/2019","15","4","2019","Mid-Mississippi",
"04/16/2019","15","4","2019","Twin Cities",
"04/09/2019","14","4","2019","Twin Cities",
"04/09/2019","14","4","2019","Cairo-Memphis","291.67"
"04/09/2019","14","4","2019","Lower Ohio","383.33"
"04/09/2019","14","4","2019","Cincinnati","375.00"
"04/09/2019","14","4","2019","St. Louis","305.00"
"04/09/2019","14","4","2019","Lower Illinois","403.33"
"04/09/2019","14","4","2019","Mid-Mississippi",
"04/02/2019","13","4","2019","Mid-Mississippi",
"04/02/2019","13","4","2019","Cairo-Memphis","348.33"
"04/02/2019","13","4","2019","Lower Ohio","421.67"
"04/02/2019","13","4","2019","Cincinnati","413.33"
"04/02/2019","13","4","2019","St. Louis","350.00"
"04/02/2019","13","4","2019","Lower Illinois","450.00"
"04/02/2019","13","4","2019","Twin Cities",
"03/26/2019","12","3","2019","Mid-Mississippi",
"03/26/2019","12","3","2019","Cairo-Memphis","433.33"
"03/26/2019","12","3","2019","Lower Ohio","491.67"
"03/26/2019","12","3","2019","Cincinnati","491.67"
"03/26/2019","12","3","2019","St. Louis","456.67"
"03/26/2019","12","3","2019","Lower Illinois","525.00"
"03/26/2019","12","3","2019","Twin Cities",
"03/19/2019","11","3","2019","Twin Cities",
"03/19/2019","11","3","2019","Cairo-Memphis","362.50"
"03/19/2019","11","3","2019","Lower Ohio","450.00"
"03/19/2019","11","3","2019","Cincinnati","450.00"
"03/19/2019","11","3","2019","St. Louis","370.00"
"03/19/2019","11","3","2019","Lower Illinois","470.00"
"03/19/2019","11","3","2019","Mid-Mississippi",
"03/12/2019","10","3","2019","Twin Cities",
"03/12/2019","10","3","2019","Cairo-Memphis","360.00"
"03/12/2019","10","3","2019","Lower Ohio","512.50"
"03/12/2019","10","3","2019","Cincinnati","512.50"
"03/12/2019","10","3","2019","St. Louis","400.00"
"03/12/2019","10","3","2019","Lower Illinois","495.00"
"03/12/2019","10","3","2019","Mid-Mississippi",
"03/05/2019","9","3","2019","Mid-Mississippi",
"03/05/2019","9","3","2019","Cairo-Memphis","375.00"
"03/05/2019","9","3","2019","Lower Ohio",
"03/05/2019","9","3","2019","Cincinnati",
"03/05/2019","9","3","2019","St. Louis","400.00"
"03/05/2019","9","3","2019","Lower Illinois","525.00"
"03/05/2019","9","3","2019","Twin Cities",
"02/26/2019","8","2","2019","Mid-Mississippi",
"02/26/2019","8","2","2019","Cairo-Memphis","417.00"
"02/26/2019","8","2","2019","Lower Ohio",
"02/26/2019","8","2","2019","Cincinnati",
"02/26/2019","8","2","2019","St. Louis","458.33"
"02/26/2019","8","2","2019","Lower Illinois","600.00"
"02/26/2019","8","2","2019","Twin Cities",
"02/19/2019","7","2","2019","Mid-Mississippi",
"02/19/2019","7","2","2019","Cairo-Memphis","408.33"
"02/19/2019","7","2","2019","Lower Ohio","491.67"
"02/19/2019","7","2","2019","Cincinnati","480.00"
"02/19/2019","7","2","2019","St. Louis","441.67"
"02/19/2019","7","2","2019","Lower Illinois","525.00"
"02/19/2019","7","2","2019","Twin Cities",
"02/12/2019","6","2","2019","Cincinnati","537.50"
"02/12/2019","6","2","2019","Cairo-Memphis","400.00"
"02/12/2019","6","2","2019","Lower Ohio","537.50"
"02/12/2019","6","2","2019","St. Louis","437.50"
"02/12/2019","6","2","2019","Lower Illinois","537.50"
"02/12/2019","6","2","2019","Mid-Mississippi",
"02/12/2019","6","2","2019","Twin Cities",
"02/05/2019","5","2","2019","Twin Cities",
"02/05/2019","5","2","2019","Cairo-Memphis","350.00"
"02/05/2019","5","2","2019","Lower Ohio","382.50"
"02/05/2019","5","2","2019","Cincinnati","382.50"
"02/05/2019","5","2","2019","St. Louis","342.50"
"02/05/2019","5","2","2019","Lower Illinois","450.00"
"02/05/2019","5","2","2019","Mid-Mississippi",
"01/29/2019","4","1","2019","Mid-Mississippi",
"01/29/2019","4","1","2019","Cairo-Memphis","332.50"
"01/29/2019","4","1","2019","Lower Ohio","362.50"
"01/29/2019","4","1","2019","Cincinnati","362.50"
"01/29/2019","4","1","2019","St. Louis","345.00"
"01/29/2019","4","1","2019","Lower Illinois","425.00"
"01/29/2019","4","1","2019","Twin Cities",
"01/22/2019","3","1","2019","Mid-Mississippi",
"01/22/2019","3","1","2019","Cairo-Memphis","350.00"
"01/22/2019","3","1","2019","Lower Ohio","407.50"
"01/22/2019","3","1","2019","Cincinnati","400.00"
"01/22/2019","3","1","2019","St. Louis","355.00"
"01/22/2019","3","1","2019","Lower Illinois","450.00"
"01/22/2019","3","1","2019","Twin Cities",
"01/15/2019","2","1","2019","Twin Cities",
"01/15/2019","2","1","2019","Cairo-Memphis","357.50"
"01/15/2019","2","1","2019","Lower Ohio","412.50"
"01/15/2019","2","1","2019","Cincinnati","412.50"
"01/15/2019","2","1","2019","St. Louis","370.00"
"01/15/2019","2","1","2019","Lower Illinois","437.50"
"01/15/2019","2","1","2019","Mid-Mississippi",
"01/08/2019","1","1","2019","Twin Cities",
"01/08/2019","1","1","2019","Cairo-Memphis","307.50"
"01/08/2019","1","1","2019","Lower Ohio","387.50"
"01/08/2019","1","1","2019","Cincinnati","387.50"
"01/08/2019","1","1","2019","St. Louis","337.50"
"01/08/2019","1","1","2019","Lower Illinois","400.00"
"01/08/2019","1","1","2019","Mid-Mississippi",
"01/01/2019","52","1","2019","Mid-Mississippi",
"01/01/2019","52","1","2019","Cairo-Memphis","255.00"
"01/01/2019","52","1","2019","Lower Ohio","362.50"
"01/01/2019","52","1","2019","Cincinnati","362.50"
"01/01/2019","52","1","2019","St. Louis","310.00"
"01/01/2019","52","1","2019","Lower Illinois","387.50"
"01/01/2019","52","1","2019","Twin Cities",
"12/25/2018","51","12","2018","Mid-Mississippi",
"12/25/2018","51","12","2018","Cairo-Memphis","275.00"
"12/25/2018","51","12","2018","Lower Ohio","362.50"
"12/25/2018","51","12","2018","Cincinnati","362.50"
"12/25/2018","51","12","2018","St. Louis","285.00"
"12/25/2018","51","12","2018","Lower Illinois","382.50"
"12/25/2018","51","12","2018","Twin Cities",
"12/18/2018","50","12","2018","St. Louis","300.00"
"12/18/2018","50","12","2018","Cairo-Memphis","270.00"
"12/18/2018","50","12","2018","Lower Ohio","400.00"
"12/18/2018","50","12","2018","Mid-Mississippi",
"12/18/2018","50","12","2018","Twin Cities",
"12/18/2018","50","12","2018","Cincinnati","400.00"
"12/18/2018","50","12","2018","Lower Illinois","450.00"
"12/11/2018","49","12","2018","Cincinnati","300.00"
"12/11/2018","49","12","2018","Cairo-Memphis","280.00"
"12/11/2018","49","12","2018","Lower Ohio","300.00"
"12/11/2018","49","12","2018","St. Louis","340.00"
"12/11/2018","49","12","2018","Lower Illinois","412.50"
"12/11/2018","49","12","2018","Mid-Mississippi",
"12/11/2018","49","12","2018","Twin Cities",
"12/04/2018","48","12","2018","Twin Cities",
"12/04/2018","48","12","2018","Cairo-Memphis","217.50"
"12/04/2018","48","12","2018","Lower Ohio","275.00"
"12/04/2018","48","12","2018","Cincinnati","275.00"
"12/04/2018","48","12","2018","St. Louis","250.00"
"12/04/2018","48","12","2018","Lower Illinois","340.00"
"12/04/2018","48","12","2018","Mid-Mississippi","338.00"
"11/27/2018","47","11","2018","Mid-Mississippi","333.00"
"11/27/2018","47","11","2018","Cairo-Memphis","225.00"
"11/27/2018","47","11","2018","Lower Ohio","280.00"
"11/27/2018","47","11","2018","Cincinnati","280.00"
"11/27/2018","47","11","2018","St. Louis","235.00"
"11/27/2018","47","11","2018","Lower Illinois","322.50"
"11/27/2018","47","11","2018","Twin Cities",
"11/20/2018","46","11","2018","Mid-Mississippi","318.00"
"11/20/2018","46","11","2018","Cairo-Memphis","230.00"
"11/20/2018","46","11","2018","Lower Ohio","280.00"
"11/20/2018","46","11","2018","Cincinnati","280.00"
"11/20/2018","46","11","2018","St. Louis","282.50"
"11/20/2018","46","11","2018","Lower Illinois","320.00"
"11/20/2018","46","11","2018","Twin Cities","363.00"
"11/13/2018","45","11","2018","Cincinnati","286.67"
"11/13/2018","45","11","2018","Cairo-Memphis","238.33"
"11/13/2018","45","11","2018","Lower Ohio","290.00"
"11/13/2018","45","11","2018","St. Louis","265.00"
"11/13/2018","45","11","2018","Lower Illinois","335.00"
"11/13/2018","45","11","2018","Mid-Mississippi","353.00"
"11/13/2018","45","11","2018","Twin Cities","400.00"
"11/06/2018","44","11","2018","Twin Cities","400.00"
"11/06/2018","44","11","2018","Cairo-Memphis","250.00"
"11/06/2018","44","11","2018","Lower Ohio","287.50"
"11/06/2018","44","11","2018","Cincinnati","287.50"
"11/06/2018","44","11","2018","St. Louis","267.50"
"11/06/2018","44","11","2018","Lower Illinois","357.50"
"11/06/2018","44","11","2018","Mid-Mississippi","368.00"
"10/30/2018","43","10","2018","Mid-Mississippi","467.00"
"10/30/2018","43","10","2018","Cairo-Memphis","316.67"
"10/30/2018","43","10","2018","Lower Ohio","350.00"
"10/30/2018","43","10","2018","Cincinnati","350.00"
"10/30/2018","43","10","2018","St. Louis","370.00"
"10/30/2018","43","10","2018","Lower Illinois","475.00"
"10/30/2018","43","10","2018","Twin Cities","478.00"
"10/23/2018","42","10","2018","Lower Illinois","507.50"
"10/23/2018","42","10","2018","Cairo-Memphis","400.00"
"10/23/2018","42","10","2018","Lower Ohio","450.00"
"10/23/2018","42","10","2018","Twin Cities","538.00"
"10/23/2018","42","10","2018","Cincinnati","450.00"
"10/23/2018","42","10","2018","St. Louis","445.00"
"10/23/2018","42","10","2018","Mid-Mississippi","525.00"
"10/16/2018","41","10","2018","Twin Cities","525.00"
"10/16/2018","41","10","2018","Cairo-Memphis","462.50"
"10/16/2018","41","10","2018","Lower Ohio","512.50"
"10/16/2018","41","10","2018","Cincinnati","512.50"
"10/16/2018","41","10","2018","St. Louis","500.00"
"10/16/2018","41","10","2018","Lower Illinois","508.33"
"10/16/2018","41","10","2018","Mid-Mississippi",
"10/09/2018","40","10","2018","Twin Cities","500.00"
"10/09/2018","40","10","2018","Cairo-Memphis","475.00"
"10/09/2018","40","10","2018","Lower Ohio","450.00"
"10/09/2018","40","10","2018","Cincinnati","450.00"
"10/09/2018","40","10","2018","St. Louis","463.33"
"10/09/2018","40","10","2018","Lower Illinois","500.00"
"10/09/2018","40","10","2018","Mid-Mississippi","492.00"
"10/02/2018","39","10","2018","Mid-Mississippi","538.00"
"10/02/2018","39","10","2018","Cairo-Memphis","387.50"
"10/02/2018","39","10","2018","Lower Ohio","495.00"
